trajectory_id,seed,arm,original_role,v2_role,anchor,n,noise_replica,ablation,fit_budget,representation,input_mode,rank_cap,actual_rank,k,alpha,predicted_difference_norm,prediction_hash,prediction_key,prediction_file,delta_pX_error_ss,delta_pX_truth_ss,delta_v_error_ss,delta_v_truth_ss,full_error_ss,full_truth_ss,treatment_status
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_2,2,per_prompt,actual_d,2,2,5,0.01,0.03617077983167848,ebb84705ccd699c0185fd67ee618fe8b64be7ff52d1dbfefcceab94abea30ea5,a8_nNone_r2_fit_budget_2,predictions/seed101_X_BASE.npz,9.091596616362907e-07,6.661739653354328e-06,0.00011436339196381701,0.0001377674447900788,0.004576941780561758,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,2,2,11,0.01,0.05018669619196271,c7d4f3c518c4e8389615948e162121a50124484febd96dce9e3c13038801aeca,a8_nNone_r2_fit_budget_4,predictions/seed101_X_BASE.npz,6.324929459928848e-07,6.661739653354328e-06,6.880443530309443e-05,0.0001377674447900788,0.002674841529405926,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,2,2,20,0.01,0.06379831673066404,8540b5087ca3afd79ca0a0db266dcb1cbd3befcb9bbb4201ffff1a38e633a667,a8_nNone_r2_pooled,predictions/seed101_X_BASE.npz,6.187053423087558e-07,6.661739653354328e-06,3.081597667943058e-05,0.0001377674447900788,0.001673570747432849,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,six_group,8,six_group,actual_d,2,2,20,0.01,0.06380655341542496,3e8d11acfcf1404c8677277b6e1c9b848f9dd64f72dc45d174014f51a3383774,a8_nNone_r2_six_group,predictions/seed101_X_BASE.npz,6.01859856270454e-07,6.661739653354328e-06,3.075158673264188e-05,0.0001377674447900788,0.0016720835896507848,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,norm_only,8,per_prompt,norm_only,2,1,1,0.01,0.002523222870564362,27ce8844286de806b341301f2195d7044d4696553ed154b7584d144d7b17ed8b,a8_nNone_r2_norm_only,predictions/seed101_X_BASE.npz,6.3251855576616615e-06,6.661739653354328e-06,0.00014240950556429027,0.0001377674447900788,0.009772749068325547,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,sgd_proxy,8,per_prompt,sgd_proxy,2,2,19,0.01,0.12941687143706518,9341eb15df848da3d09f3fde95a5fa446de81e15f2648724b38aa061faba8787,a8_nNone_r2_sgd_proxy,predictions/seed101_X_BASE.npz,1.3842319017553287e-06,6.661739653354328e-06,0.00011398251584482117,0.0001377674447900788,0.0030654294614714584,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,reference_nonzero,8,per_prompt,actual_d,FULL,20,20,0.01,0.06416203019156075,9b43982d710905aaa156bffe192a9b1aec281a83989dfc8374dd9ba8baa53895,a8_nNone_rFULL_reference_nonzero,predictions/seed101_X_BASE.npz,4.442620984802704e-07,6.661739653354328e-06,3.2589788928079226e-05,0.0001377674447900788,0.0013617687871557435,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_1,1,per_prompt,actual_d,FULL,3,3,0.01,0.04121394061215526,5e4e6c7f058319ce04361cc01a0a50b7832aac95d6e8e342d2b376398a6d97cd,a8_nNone_rFULL_fit_budget_1,predictions/seed101_X_BASE.npz,7.255657567460916e-07,6.661739653354328e-06,9.802402732111974e-05,0.0001377674447900788,0.0038246091651861743,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_2,2,per_prompt,actual_d,FULL,5,5,0.01,0.03593420638455349,1b5b85fc24ec1683d1bae73d17a28a62d242a2d62b9f97168568a1909df74cd8,a8_nNone_rFULL_fit_budget_2,predictions/seed101_X_BASE.npz,8.799687233712515e-07,6.661739653354328e-06,0.0001167716098695489,0.0001377674447900788,0.0045996537968851225,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,FULL,11,11,0.01,0.05012296013119062,f6fea30dd03d169211f559d1ced4d41625adf72ba6a836e303eb6b0d3f395e02,a8_nNone_rFULL_fit_budget_4,predictions/seed101_X_BASE.npz,5.25703343427997e-07,6.661739653354328e-06,6.844716183364392e-05,0.0001377674447900788,0.0026736979349959947,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,FULL,3,20,0.01,0.06330149941384987,aba8f8e2a70df30e294cda89b543d131bcc17ad6faffd81947ba6ce29264e264,a8_nNone_rFULL_pooled,predictions/seed101_X_BASE.npz,4.5617334401941335e-07,6.661739653354328e-06,3.176356598842045e-05,0.0001377674447900788,0.0017055985219342562,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,six_group,8,six_group,actual_d,FULL,18,20,0.01,0.06282737369364864,22642f09de2fd85f298a78f70285a154b131739b238f168230d81a1975a6ce26,a8_nNone_rFULL_six_group,predictions/seed101_X_BASE.npz,4.4423699604569565e-07,6.661739653354328e-06,3.2587490932772724e-05,0.0001377674447900788,0.0017374446011144636,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,norm_only,8,per_prompt,norm_only,FULL,1,1,0.01,0.002523222870564362,27ce8844286de806b341301f2195d7044d4696553ed154b7584d144d7b17ed8b,a8_nNone_rFULL_norm_only,predictions/seed101_X_BASE.npz,6.3251855576616615e-06,6.661739653354328e-06,0.00014240950556429027,0.0001377674447900788,0.009772749068325547,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,sgd_proxy,8,per_prompt,sgd_proxy,FULL,19,19,0.01,0.1286909687018102,c5478a8c896bae59ba4a760700732fd9679912ce29849981791d09328f7cd461,a8_nNone_rFULL_sgd_proxy,predictions/seed101_X_BASE.npz,1.5399733225268736e-06,6.661739653354328e-06,0.00011130268018071583,0.0001377674447900788,0.002982995568284658,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,reference_nonzero,8,per_prompt,actual_d,1,1,20,0.01,0.7922017644321503,9a05d7e187f70bac00315a6c540718025f24cb5bc0ff96796d3a96724e4e6c33,a8_n64_r1_reference_nonzero,predictions/seed101_X_BASE.npz,0.0002679803227822032,6.661739653354328e-06,0.001255704879225677,0.0001377674447900788,0.6479631592989642,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_1,1,per_prompt,actual_d,1,1,3,0.01,2.165193088099045,5e278f245fe3d816534afc220e36911658d3c51b5e6e89f6201eb7d85668120e,a8_n64_r1_fit_budget_1,predictions/seed101_X_BASE.npz,0.004054330540955784,6.661739653354328e-06,0.0022197377447681554,0.0001377674447900788,4.654362218990436,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_2,2,per_prompt,actual_d,1,1,5,0.01,0.37878255403800526,63b810cacc54caae1c14a2ac846ac8aa480c7d7d18520ea3a1261ee775c6bafa,a8_n64_r1_fit_budget_2,predictions/seed101_X_BASE.npz,0.00011675661928329866,6.661739653354328e-06,0.00024363194503406417,0.0001377674447900788,0.14922668960033716,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_4,4,per_prompt,actual_d,1,1,11,0.01,1.4403965273486363,bd8e42d76c00261a24a6bdf596911b5db0fb6029ed53905f56a4e9da0f36e4a6,a8_n64_r1_fit_budget_4,predictions/seed101_X_BASE.npz,0.0017539408435507395,6.661739653354328e-06,0.0010934848033208652,0.0001377674447900788,2.025399857932877,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,pooled,8,pooled,actual_d,1,1,20,0.01,0.11840615976818002,b17a5d26aca7901a37f2a791b55963a1ae058be20d968aab31bb032be3e8d05c,a8_n64_r1_pooled,predictions/seed101_X_BASE.npz,5.303050228012079e-06,6.661739653354328e-06,4.598182856271943e-05,0.0001377674447900788,0.0037418636892648373,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,six_group,8,six_group,actual_d,1,1,20,0.01,0.13096903801014956,137f88578661f4aec89d7c30a46970bb087b61a73037ed3355a5d575bd79cd73,a8_n64_r1_six_group,predictions/seed101_X_BASE.npz,0.0001488042820497613,6.661739653354328e-06,0.00032221768362532017,0.0001377674447900788,0.0369842114375974,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,norm_only,8,per_prompt,norm_only,1,1,1,0.01,0.07164746065685136,bee6fc53af647069fc575e4519225707e8c10a0d07e33ded9e1c42020b641c9b,a8_n64_r1_norm_only,predictions/seed101_X_BASE.npz,1.1464390783454152e-05,6.661739653354328e-06,0.00014762842722933656,0.0001377674447900788,0.015953037589292382,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,sgd_proxy,8,per_prompt,sgd_proxy,1,1,19,0.01,0.8473075594055727,f85a6836fe3caa8e006d744468956a56a4e0fdd562e401890b3488123774ca11,a8_n64_r1_sgd_proxy,predictions/seed101_X_BASE.npz,0.0006736296484975261,6.661739653354328e-06,0.0008114869969291736,0.0001377674447900788,0.7357348789020836,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,reference_nonzero,8,per_prompt,actual_d,2,2,20,0.01,0.7092505374961537,09989b180345994a169dfaeab88e1a9072f2f6ccad264e633455779cf28b77c8,a8_n64_r2_reference_nonzero,predictions/seed101_X_BASE.npz,0.0005335491765209542,6.661739653354328e-06,0.0007164336174408225,0.0001377674447900788,0.49203087184616917,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_1,1,per_prompt,actual_d,2,2,3,0.01,2.2197184823193434,3c8a607577f75f40478778e4d10ea0b73923a7250963723c697276c0a0f46d5c,a8_n64_r2_fit_budget_1,predictions/seed101_X_BASE.npz,0.004406470853743119,6.661739653354328e-06,0.0017973510502568625,0.0001377674447900788,4.887093765989409,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_2,2,per_prompt,actual_d,2,2,5,0.01,1.6264190446865818,7215b78a1b47fcc3add6db439468332fb6fe0a68d9872863ceb34edf0af8994f,a8_n64_r2_fit_budget_2,predictions/seed101_X_BASE.npz,0.002571281517851796,6.661739653354328e-06,0.00040052351724889824,0.0001377674447900788,2.615372244015459,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_4,4,per_prompt,actual_d,2,2,11,0.01,1.6520219659860038,eb32e9898c0665517f29307aa58c0163bd738705e7bc4869e0d7b3231d1096d0,a8_n64_r2_fit_budget_4,predictions/seed101_X_BASE.npz,0.001915034549654126,6.661739653354328e-06,0.0009694566213551103,0.0001377674447900788,2.670845854495945,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,pooled,8,pooled,actual_d,2,2,20,0.01,0.1655056650449732,a66d6d34920804a5b7ba6079d6c81e9ba5a503bace7992590e5001a50c34373e,a8_n64_r2_pooled,predictions/seed101_X_BASE.npz,8.064083013414792e-05,6.661739653354328e-06,0.00025950299783422453,0.0001377674447900788,0.009757422364030915,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,six_group,8,six_group,actual_d,2,2,20,0.01,0.22108861230698967,4d85ef4265e673cf7a71292708e209bd162bcb13bb03ecafdbff1adb88af48a9,a8_n64_r2_six_group,predictions/seed101_X_BASE.npz,0.0002735248692632043,6.661739653354328e-06,0.0005647556021325102,0.0001377674447900788,0.044134791406459276,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,norm_only,8,per_prompt,norm_only,2,1,1,0.01,0.07164746065685136,bee6fc53af647069fc575e4519225707e8c10a0d07e33ded9e1c42020b641c9b,a8_n64_r2_norm_only,predictions/seed101_X_BASE.npz,1.1464390783454152e-05,6.661739653354328e-06,0.00014762842722933656,0.0001377674447900788,0.015953037589292382,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,sgd_proxy,8,per_prompt,sgd_proxy,2,2,19,0.01,1.035224315968123,839731ae9a91b3548473310b072f165c176876204a66d99990f31d8164ceed0a,a8_n64_r2_sgd_proxy,predictions/seed101_X_BASE.npz,0.0010771891017151613,6.661739653354328e-06,0.00121544697075038,0.0001377674447900788,1.0889016980476933,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,reference_nonzero,8,per_prompt,actual_d,FULL,20,20,0.01,0.9910218628341522,7c4e7f71c6999252e21464fe9405b9f8304b51cb1032e81525146b4453839820,a8_n64_rFULL_reference_nonzero,predictions/seed101_X_BASE.npz,0.0003291330735075013,6.661739653354328e-06,0.0014368643761976687,0.0001377674447900788,0.9682689078798766,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_1,1,per_prompt,actual_d,FULL,3,3,0.01,1.321114974402388,6a7cff5aea1db3abec6af92b338f4ee7187a041cc5d6d9f8d7e1e0360753c64f,a8_n64_rFULL_fit_budget_1,predictions/seed101_X_BASE.npz,0.0015561271915082299,6.661739653354328e-06,0.003316518609243177,0.0001377674447900788,1.7647310154446862,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_2,2,per_prompt,actual_d,FULL,5,5,0.01,1.0745030679472025,bbea5d818398cac7db9908e938186253e99f1c29b5e77e0c59e55cb67303ace4,a8_n64_rFULL_fit_budget_2,predictions/seed101_X_BASE.npz,0.001046363484899714,6.661739653354328e-06,0.0021034281749426034,0.0001377674447900788,1.170308519686116,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,fit_budget_4,4,per_prompt,actual_d,FULL,11,11,0.01,1.1386442603304354,4ac3385f33fb5ee9116a9a6455d2356588631231143a2d7eecf5cb468768f988,a8_n64_rFULL_fit_budget_4,predictions/seed101_X_BASE.npz,0.0013353078710491742,6.661739653354328e-06,0.0015064696933615321,0.0001377674447900788,1.2748329549548931,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,pooled,8,pooled,actual_d,FULL,3,20,0.01,0.16679253591239446,0b56a463c1c1cd24878d51862d5ef9a8181bc4ecba814b9ccf1afe09b98845cf,a8_n64_rFULL_pooled,predictions/seed101_X_BASE.npz,0.00012003177996101535,6.661739653354328e-06,0.00023507368154574928,0.0001377674447900788,0.010191165894253507,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,six_group,8,six_group,actual_d,FULL,18,20,0.01,0.2833452306058959,d614baff80cec253bd7a3301b75ba51243a576a5ed8dadb652080790aa5e349d,a8_n64_rFULL_six_group,predictions/seed101_X_BASE.npz,0.00035017175046777395,6.661739653354328e-06,0.0014906521328026507,0.0001377674447900788,0.0677062666547301,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,norm_only,8,per_prompt,norm_only,FULL,1,1,0.01,0.07164746065685136,bee6fc53af647069fc575e4519225707e8c10a0d07e33ded9e1c42020b641c9b,a8_n64_rFULL_norm_only,predictions/seed101_X_BASE.npz,1.1464390783454152e-05,6.661739653354328e-06,0.00014762842722933656,0.0001377674447900788,0.015953037589292382,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,64,0,sgd_proxy,8,per_prompt,sgd_proxy,FULL,19,19,0.01,1.976725357349028,de2877a8a1ceb831a1ca4151f35d915c1515c339ebd3cdf699fd06e8d33b0c5d,a8_n64_rFULL_sgd_proxy,predictions/seed101_X_BASE.npz,0.003471498681631528,6.661739653354328e-06,0.005875193056401289,0.0001377674447900788,3.850874875789897,0.00978039595705986,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,reference_nonzero,8,per_prompt,actual_d,1,1,22,0.01,0.047887934085386406,6f6836d1f4db45bfb005295c9c6d9d54cb10a76975a24cda523d423973e14d45,a24_nNone_r1_reference_nonzero,predictions/seed101_X_BASE.npz,8.156296086767038e-08,3.114193601075222e-06,8.92560568317937e-05,3.4390649621453094e-05,0.0020432537784395347,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,fit_budget_1,1,per_prompt,actual_d,1,1,3,0.01,0.03568141570844089,35a64a52296b55305ca03a620431e9debfbbf1a2ec7413aa2bccd98c3c6183f0,a24_nNone_r1_fit_budget_1,predictions/seed101_X_BASE.npz,1.3049510930587096e-07,3.114193601075222e-06,6.60378430379582e-05,3.4390649621453094e-05,0.0022156567732138028,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,fit_budget_2,2,per_prompt,actual_d,1,1,6,0.01,0.052068642230611854,a55f42b876a2f7ba87ca21d9b61b27ce0386f62218885c92d376548757ce7774,a24_nNone_r1_fit_budget_2,predictions/seed101_X_BASE.npz,2.3088758515600759e-07,3.114193601075222e-06,9.628918049840473e-05,3.4390649621453094e-05,0.002024562491729184,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,fit_budget_4,4,per_prompt,actual_d,1,1,10,0.01,0.049421029786427886,1e9b40640f9903a87efbbb34508ba21f961774c75f751ca4acf83fc49196ee97,a24_nNone_r1_fit_budget_4,predictions/seed101_X_BASE.npz,1.2995449923051476e-07,3.114193601075222e-06,9.276080453617447e-05,3.4390649621453094e-05,0.002042925023258258,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,pooled,8,pooled,actual_d,1,1,22,0.01,0.04589636132569888,3ee6dd6aa8155e0969877f65eeb5a78e2edc96bb83c01d663dcbbecb71697918,a24_nNone_r1_pooled,predictions/seed101_X_BASE.npz,1.0599051961483259e-07,3.114193601075222e-06,9.094665899702757e-05,3.4390649621453094e-05,0.0025024816618250036,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,six_group,8,six_group,actual_d,1,1,22,0.01,0.04594353583788673,4dea3eb5e83fa542494f58726a28a55465916db91834e7c66b5f7d7ad1cec6dc,a24_nNone_r1_six_group,predictions/seed101_X_BASE.npz,1.0672786218232701e-07,3.114193601075222e-06,9.098879543522378e-05,3.4390649621453094e-05,0.002496673189827663,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,norm_only,8,per_prompt,norm_only,1,1,1,0.01,0.013285171719368665,afcbc9be7e25b2be5fc9d22fd98a090d014ef328bcfe4d7224e060c1e46293c1,a24_nNone_r1_norm_only,predictions/seed101_X_BASE.npz,1.5078357712918408e-06,3.114193601075222e-06,4.694275141709657e-05,3.4390649621453094e-05,0.0037578271431882703,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,sgd_proxy,8,per_prompt,sgd_proxy,1,1,22,0.01,0.10826707422770317,7bef9555ccf3ba170a370f43fa7fe3d9e6077ed8141ef59f0db3d421c51c6f0b,a24_nNone_r1_sgd_proxy,predictions/seed101_X_BASE.npz,3.587205599020338e-05,3.114193601075222e-06,2.614498756594225e-05,3.4390649621453094e-05,0.027164468286077874,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,24,exact,,reference_nonzero,8,per_prompt,actual_d,2,2,22,0.01,0.047996341803695934,dc068fed1c51c86cdf1b4c8871c8c53dd540ed8f218a68c77ef6ed3bc01a1a7c,a24_nNone_r2_reference_nonzero,predictions/seed101_X_BASE.npz,1.7898444905493453e-07,3.114193601075222e-06,1.5863333000154924e-05,3.4390649621453094e-05,0.0006851523072888558,0.0050048143644179765,NONZERO_EFFECTIVE_TREATMENT
