trajectory_id,seed,arm,original_role,v2_role,anchor,n,noise_replica,ablation,fit_budget,representation,input_mode,rank_cap,actual_rank,k,alpha,prediction_key,prediction_file,contrast,contrast_axis_index,predicted_difference_norm,prediction_hash,joint_packet_hash,full_error_ss,full_truth_ss,delta_pX_error_ss,delta_pX_truth_ss,delta_pX_mae,delta_pX_q95,delta_v_error_ss,delta_v_truth_ss,delta_v_mae,delta_v_q95
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,2,2,11,0.01,a8_nNone_r2_fit_budget_4,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.04420650519163828,92dad7f683f246c8ea8c54b95d57f5bcb05cb84505d1f9dbfc61314851effced,c7d4f3c518c4e8389615948e162121a50124484febd96dce9e3c13038801aeca,0.002170770327228646,0.007749546613562489,5.200482855177519e-07,5.376285322035297e-06,0.00014090747473575167,0.00018456867581873797,5.618247808834038e-05,0.00010944173403683159,0.0015161345699798306,0.001848260339168571
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,2,2,11,0.01,a8_nNone_r2_fit_budget_4,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.02375898510892294,8fb9e9ec93ac00f83513970d2ee114255ab96be441489052c924b067f8f2180a,c7d4f3c518c4e8389615948e162121a50124484febd96dce9e3c13038801aeca,0.0005040712021772804,0.0020308493434973702,1.1244466047513295e-07,1.2854543313190306e-06,5.016616336439545e-05,0.0001251162901958773,1.2621957214754053e-05,2.8325710753247257e-05,0.0006239551756341234,0.0009586305167546872
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,2,2,20,0.01,a8_nNone_r2_pooled,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.05508414367222197,73b8cc56462612e41a5015eed151252e2ae757d2adfbe83b673096d96de3893b,8540b5087ca3afd79ca0a0db266dcb1cbd3befcb9bbb4201ffff1a38e633a667,0.0014198675408209542,0.007749546613562489,5.226176905458219e-07,5.376285322035297e-06,0.00014077486844245858,0.00019992687587085697,2.6344748116752684e-05,0.00010944173403683159,0.0010313663651891768,0.00134542137769609
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,2,2,20,0.01,a8_nNone_r2_pooled,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.032186368753932715,c808615ee267067f2dc04d4ea9413f57b935783c910141d9d8629d86f77b1453,8540b5087ca3afd79ca0a0db266dcb1cbd3befcb9bbb4201ffff1a38e633a667,0.0002537032066118948,0.0020308493434973702,9.608765176293365e-08,1.2854543313190306e-06,4.495678783867265e-05,0.00012689056754044872,4.471228562677895e-06,2.8325710753247257e-05,0.00036540888200463085,0.000636370245559401
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,six_group,8,six_group,actual_d,2,2,20,0.01,a8_nNone_r2_six_group,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.055090988311520026,9472fa3e2c8e34ffa4e024c5083ed9d0c23ffed18ec041f68c465c11e16d0472,3e8d11acfcf1404c8677277b6e1c9b848f9dd64f72dc45d174014f51a3383774,0.001418830571842569,0.007749546613562489,5.101901766754441e-07,5.376285322035297e-06,0.0001410583938605069,0.00019701828088865514,2.6291792193518527e-05,0.00010944173403683159,0.0010303458760441734,0.001353983840855783
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,six_group,8,six_group,actual_d,2,2,20,0.01,a8_nNone_r2_six_group,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.032190981122287084,133ca9c510f52b975846ecc910aa2bb958e95f63b1a431909656125f9f884b2d,3e8d11acfcf1404c8677277b6e1c9b848f9dd64f72dc45d174014f51a3383774,0.0002532530178082159,0.0020308493434973702,9.166967959500999e-08,1.2854543313190306e-06,4.469623537660586e-05,0.0001151800868143837,4.459794539123357e-06,2.8325710753247257e-05,0.00036494781887955836,0.0006337303243079656
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,norm_only,8,per_prompt,norm_only,2,1,1,0.01,a8_nNone_r2_norm_only,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.0016694745116745716,c41958c21164cdcee1086e30383dd544faf20b4c29dfad73729074fb2cbb5a5c,27ce8844286de806b341301f2195d7044d4696553ed154b7584d144d7b17ed8b,0.0077415815581201915,0.007749546613562489,5.282941084831798e-06,5.376285322035297e-06,0.0004486198729819625,0.0006057241163688492,0.00011014480504200167,0.00010944173403683159,0.002139011646787212,0.0023390997082514877
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,norm_only,8,per_prompt,norm_only,2,1,1,0.01,a8_nNone_r2_norm_only,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.0018919589079596862,b88440ef2347a8c184b4f949f8842d17b656b71672269d4805ea32c866010b48,27ce8844286de806b341301f2195d7044d4696553ed154b7584d144d7b17ed8b,0.0020311675102053567,0.0020308493434973702,1.0422444728298643e-06,1.2854543313190306e-06,0.0001634834787916776,0.00033573824323025715,3.2264700522288636e-05,2.8325710753247257e-05,0.0009850297744167383,0.0015871051620179252
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,sgd_proxy,8,per_prompt,sgd_proxy,2,2,19,0.01,a8_nNone_r2_sgd_proxy,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.12330128124419222,35b1e45559eb7fca4072839afdcc294be9c07f3325ebd21eb6bbb82d45d29250,9341eb15df848da3d09f3fde95a5fa446de81e15f2648724b38aa061faba8787,0.0029618559255484393,0.007749546613562489,1.2994154774475865e-06,5.376285322035297e-06,0.0002134202934370757,0.00035880010255170773,0.00011069565861589878,0.00010944173403683159,0.0017830623716112133,0.003686511573527042
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,sgd_proxy,8,per_prompt,sgd_proxy,2,2,19,0.01,a8_nNone_r2_sgd_proxy,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.03931311048617837,1a57dbdbf1196f13bf88b2c87b9cfff61e7c25a3112cebb9736cb3e901b27264,9341eb15df848da3d09f3fde95a5fa446de81e15f2648724b38aa061faba8787,0.00010357353592301895,0.0020308493434973702,8.481642430774249e-08,1.2854543313190306e-06,4.037154684582972e-05,0.00011596188007921584,3.286857228922375e-06,2.8325710753247257e-05,0.00026954349561347275,0.0006427588764375132
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,reference_nonzero,8,per_prompt,actual_d,FULL,20,20,0.01,a8_nNone_rFULL_reference_nonzero,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.05545119740119997,e6e7244153267ad1f2a1fa6c486b3e922c98aea75d1628185ed87f132c214356,9b43982d710905aaa156bffe192a9b1aec281a83989dfc8374dd9ba8baa53895,0.0011626432026703576,0.007749546613562489,3.837424835615841e-07,5.376285322035297e-06,0.00012066742488204636,0.00018011048379760553,2.7814852037504382e-05,0.00010944173403683159,0.0010605200293287876,0.0013911679520932484
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,reference_nonzero,8,per_prompt,actual_d,FULL,20,20,0.01,a8_nNone_rFULL_reference_nonzero,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.03227895328346176,2d2f9036168127ffd3579425d3406156ae03743c6000fcdc0868e9967d8c0816,9b43982d710905aaa156bffe192a9b1aec281a83989dfc8374dd9ba8baa53895,0.00019912558448538606,0.0020308493434973702,6.051961491868629e-08,1.2854543313190306e-06,3.617173504142081e-05,9.649778316892445e-05,4.774936890574851e-06,2.8325710753247257e-05,0.0003793433733527524,0.0006394153114028773
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_1,1,per_prompt,actual_d,FULL,3,3,0.01,a8_nNone_rFULL_fit_budget_1,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.036988946504187284,f2572894eb40c61920a46771f66c8082236226fe2d9d643a3d19ec1e71a97e6c,5e4e6c7f058319ce04361cc01a0a50b7832aac95d6e8e342d2b376398a6d97cd,0.003012047476170364,0.007749546613562489,5.727069933990004e-07,5.376285322035297e-06,0.00014629725106354301,0.0002033789632690932,7.812588828571193e-05,0.00010944173403683159,0.0017868550675253175,0.002141375104805952
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_1,1,per_prompt,actual_d,FULL,3,3,0.01,a8_nNone_rFULL_fit_budget_1,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.018177093752650114,a8bdd6221e5c647b85c7b1a75263a4725299d74cd2dd9600b6f5b1a836327538,5e4e6c7f058319ce04361cc01a0a50b7832aac95d6e8e342d2b376398a6d97cd,0.0008125616890158108,0.0020308493434973702,1.5285876334709115e-07,1.2854543313190306e-06,5.783552627886184e-05,0.0001462101908641058,1.989813903540782e-05,2.8325710753247257e-05,0.0007655190513669616,0.001256106772514593
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_2,2,per_prompt,actual_d,FULL,5,5,0.01,a8_nNone_rFULL_fit_budget_2,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.03221571520969082,e2d475f42a876425064d49cf9e7232c2fda158ac676d222ca0ce647cfb87bd0a,1b5b85fc24ec1683d1bae73d17a28a62d242a2d62b9f97168568a1909df74cd8,0.003633763374634699,0.007749546613562489,7.014691493957274e-07,5.376285322035297e-06,0.00016263509756657307,0.00022393203898290868,9.320527053135192e-05,0.00010944173403683159,0.001952670736629391,0.002355337348196131
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_2,2,per_prompt,actual_d,FULL,5,5,0.01,a8_nNone_rFULL_fit_budget_2,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.015919010082784048,92e0bb0f843f72e919506e39ce9102b60a616c49ea04b4fcd60236a4f0a60a32,1b5b85fc24ec1683d1bae73d17a28a62d242a2d62b9f97168568a1909df74cd8,0.0009658904222504239,0.0020308493434973702,1.78499573975524e-07,1.2854543313190306e-06,6.299276776067183e-05,0.00015258180335406564,2.3566339338196988e-05,2.8325710753247257e-05,0.0008331839934478592,0.0013810392847890475
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,FULL,11,11,0.01,a8_nNone_rFULL_fit_budget_4,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.044150534328507254,ad80b8931c69e2f1489e20fe931e456e3251a4887f0df06f09328ee8c0c39cde,f6fea30dd03d169211f559d1ced4d41625adf72ba6a836e303eb6b0d3f395e02,0.002169150520147623,0.007749546613562489,4.359063182061949e-07,5.376285322035297e-06,0.00012772253102991569,0.0001796287519946716,5.593291830482367e-05,0.00010944173403683159,0.0015123374616316965,0.0018554290874166946
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,fit_budget_4,4,per_prompt,actual_d,FULL,11,11,0.01,a8_nNone_rFULL_fit_budget_4,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.02372849449122778,de95fa8af9ac4c378982011734b45a8b996ab441c7650629f8dc3e845ef6ec2b,f6fea30dd03d169211f559d1ced4d41625adf72ba6a836e303eb6b0d3f395e02,0.0005045474148483724,0.0020308493434973702,8.979702522180205e-08,1.2854543313190306e-06,4.447624884039025e-05,0.00011958368629911667,1.2514243528820264e-05,2.8325710753247257e-05,0.0006213775771635005,0.0009503802306624213
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,FULL,3,20,0.01,a8_nNone_rFULL_pooled,predictions/seed101_X_BASE.npz,joint_1_minus_joint_0,0,0.05465702449241005,4fd86a8fe49a125f2b30c18d2139cce93c8d4d97458e9ebdde9a27cec36a38d5,aba8f8e2a70df30e294cda89b543d131bcc17ad6faffd81947ba6ce29264e264,0.0014460554214887331,0.007749546613562489,3.926417839305212e-07,5.376285322035297e-06,0.00011938430837461798,0.00017560123761511628,2.712886756712329e-05,0.00010944173403683159,0.0010469282339413393,0.0013629081981313062
seed101_X_BASE,101,X_BASE,development_fit,legacy_diagnostic,8,exact,,pooled,8,pooled,actual_d,FULL,3,20,0.01,a8_nNone_rFULL_pooled,predictions/seed101_X_BASE.npz,no_x_off_1_minus_joint_0,1,0.03193257743555511,86c7d057fcd7646ed2e82e71625430d41e4cc7a31373e7e9d7ec399df8615921,aba8f8e2a70df30e294cda89b543d131bcc17ad6faffd81947ba6ce29264e264,0.0002595431004455232,0.0020308493434973702,6.353156008889215e-08,1.2854543313190306e-06,3.6228744843979646e-05,0.00010650309850869082,4.634698421297163e-06,2.8325710753247257e-05,0.00037284485103112816,0.0006406180328364737
